StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q37,Q38,Q39,Q40,Q41,H_Check_fact_1,H_Check_test_1,H_Check_read_1,H_Check_know_1,H_C_1_1,H_CF_1,H_K_1_1,H_B_1_1,H_Check_fact_2,H_Check_test_2,H_Check_read_2,H_Check_know_2,H_C_2_1,H_CF_2,H_K_2_1,H_B_2_1,G_Check_fact_1,G_Check_test_1,G_Check_read_1,G_Check_know_1,G_C_1_1,G_CF_1,G_K_1_1,G_B_1_1,G_Check_fact_2,G_Check_test_2,G_Check_read_2,G_Check_know_2,G_C_2_1,G_CF_2,G_K_2_1,G_B_2_1,B_Check_fact_1,B_Check_test_1,B_Check_read_1,B_Check_know_1,B_C_1_1,B_CF_1,B_K_1_1,B_B_1_1,B_Check_fact_2,B_Check_test_2,B_Check_read_2,B_Check_know_2,B_C_2_1,B_CF_2,B_K_2_1,B_B_2_1,Age,Gender,Q390,condition,order
2020-10-15 18:03:01,2020-10-15 18:04:09,0,69.174.167.226,100,68,1,2020-10-15 18:04:10,R_3DkLuzH0nksY1Sw,,,,,38.01519775390625,-84.48940277099609375,anonymous,EN,Emma,,,,,,,,,,,,,,,,,,,,,1,1,1,2,5,he knew better,3,5,1,2,2,1,3,did better,5,3,,,,,,,,,,,,,,,,,29,1,,2,1
2020-10-15 18:00:46,2020-10-15 18:04:29,0,24.180.138.70,100,223,1,2020-10-15 18:04:29,R_1F5LIf6EBd3PtUs,,,,,43.1772003173828125,-85.2472991943359375,anonymous,EN,,,,Noah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,2,7,Sandra would have checked all of her emails.,7,7,1,2,1,2,7,Anne would have looked at other emails,7,7,39,1,,3,1
2020-10-15 17:59:44,2020-10-15 18:04:35,0,64.83.232.16,100,290,1,2020-10-15 18:04:36,R_24d6aJVlu06oTUz,,,,,44.04840087890625,-92.4947967529296875,anonymous,EN,,,,Noah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,2,6,Sandra knows that the 'Harvest' flour contains traces of walnuts,6,6,1,2,1,2,6,"Anne knows that the 'Homestead' flour contains traces of hazelnuts,",6,6,44,1,,3,1
2020-10-15 17:59:54,2020-10-15 18:04:46,0,67.0.230.72,100,292,1,2020-10-15 18:04:46,R_RfpUPzOcApaImNr,,,,,35.187103271484375,-106.66590118408203125,anonymous,EN,,,,,James,,,,,,,,,,,,,,,,,1,1,1,2,6,"If Alex had read all of the emails, the Bourbon roses would not have died.",5,6,1,2,1,2,6,"If Bob had checked all the emails before using the Nutrit, the China roses would not have died.",7,6,,,,,,,,,,,,,,,,,36,1,,2,2
2020-10-15 18:00:42,2020-10-15 18:05:01,0,67.249.186.196,100,259,1,2020-10-15 18:05:01,R_3Gk6PydSMWKIKVT,,,,,43.03070068359375,-74.98760223388671875,anonymous,EN,,,,,James,1,1,1,2,4,not for the medicine,7,7,1,2,1,2,4,not for the medicine,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,1,,1,2
2020-10-15 18:03:28,2020-10-15 18:05:09,0,98.220.230.70,100,100,1,2020-10-15 18:05:09,R_1f9NjDBvErTDHqg,,,,,42.0487060546875,-87.8905029296875,anonymous,EN,,Benjamin,,,,,,,,,,,,,,,,,,,,1,1,1,2,7,he had read all ten emails,7,7,1,2,1,2,7,he had read any of the other emails,7,7,,,,,,,,,,,,,,,,,25,1,,2,1
2020-10-15 18:00:12,2020-10-15 18:05:45,0,24.105.199.58,100,333,1,2020-10-15 18:05:45,R_2Yn8klM1i1UR37b,,,,,42.247802734375,-73.753997802734375,anonymous,EN,,,,,James,1,1,1,2,5,Dr Jones would have looked at all 10 e-mails and took precaution,7,7,1,2,1,2,7,Dr Smith would have looked into all the 10 e-mails and took precaution,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,2,,1,1
2020-10-15 18:02:42,2020-10-15 18:06:15,0,73.152.56.226,100,212,1,2020-10-15 18:06:15,R_1r1EYEXDGXMLOoA,,,,,37.5146942138671875,-77.5034027099609375,anonymous,EN,,,,Noah,,1,1,1,1,4,Have thought about using different meds,4,4,2,2,2,1,4,used a different meds,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,1,,1,1
2020-10-15 18:00:39,2020-10-15 18:06:16,0,66.116.30.107,100,337,1,2020-10-15 18:06:16,R_2WSiKWpHWJ8Q9OH,,,,,39.484893798828125,-88.1804962158203125,anonymous,EN,,,Ava,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,2,7,she would have been more careful,7,5,1,2,1,2,7,she would have been diligent,7,6,38,1,,3,2
2020-10-15 18:05:44,2020-10-15 18:06:18,0,45.87.214.42,100,34,1,2020-10-15 18:06:19,R_BDKoLgOpQj0wdJT,,,,,25.7805938720703125,-80.1826019287109375,anonymous,EN,,"It's a beautiful day, isn't it?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-15 18:00:37,2020-10-15 18:06:19,0,73.17.14.96,100,342,1,2020-10-15 18:06:19,R_xarRL54yDg10NAB,,,,,41.60260009765625,-72.97650146484375,anonymous,EN,,Benjamin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,2,4,"If Sandra had made sure to reach every email from the manufacturer before using the product like most people would, the customer would not have suffered an allergic reaction.",3,4,1,2,1,2,3,"If Anne had read every email about the product like a conscientious baker would, the customer would not have suffered an allergic reaction.",2,4,26,1,,3,2
2020-10-15 17:59:42,2020-10-15 18:06:54,0,24.113.232.44,100,431,1,2020-10-15 18:06:54,R_30wbsdl32fPcGjm,,,,,47.6620941162109375,-122.6981048583984375,anonymous,EN,,,,Noah,,1,1,1,2,1,we had regulation and actually tested drugs before drs prescribed them,1,1,1,2,1,2,1,trump hadnt turnd the fda into the federa;l dumbass admin,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,1,thanks for normalizing stupid,1,1
2020-10-15 18:04:06,2020-10-15 18:06:56,0,207.191.102.62,100,170,1,2020-10-15 18:06:56,R_2z85aqjhUuCDAEn,,,,,30.200897216796875,-93.44370269775390625,anonymous,EN,,,,,James,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,2,1,the emails made it clear that it contains traces of walnuts,1,1,1,2,1,2,4,the customer checked in on the other emails,7,5,29,1,,3,2
2020-10-15 18:05:14,2020-10-15 18:07:09,0,98.220.230.70,100,114,1,2020-10-15 18:07:09,R_2usMMdDRCltDzmJ,,,,,42.0487060546875,-87.8905029296875,anonymous,EN,,,,Noah,,,,,,,,,,,,,,,,,,1,1,1,2,7,he had read all ten emails,7,7,1,2,1,2,7,he had read any other of the emails,7,7,,,,,,,,,,,,,,,,,25,1,,2,1
2020-10-15 18:04:19,2020-10-15 18:07:16,0,131.93.146.161,100,176,1,2020-10-15 18:07:16,R_32IOtqsKhR1gIxf,,,,,46.4604034423828125,-90.16159820556640625,anonymous,EN,,Benjamin,,,,1,2,1,2,6,"the doctor just read all the emails. ",6,5,1,2,1,2,6,"The doctor read the whole email. ",7,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,1,,1,2
2020-10-15 18:00:00,2020-10-15 18:07:30,0,73.85.91.243,100,450,1,2020-10-15 18:07:31,R_2s4O48NdorPVgDm,,,,,26.6641998291015625,-80.1732025146484375,anonymous,EN,Emma,,,,,,,,,,,,,,,,,,,,,1,1,1,2,2,"If the botanical garden communicated more effectively with Alex, the Bourbon roses would not have died",6,2,1,2,1,2,2,"If the botanical garden communicated more effectively to its employees, the China roses would not have died.",2,1,,,,,,,,,,,,,,,,,23,1,Repetitive questions,2,2
2020-10-15 18:04:17,2020-10-15 18:07:39,0,104.176.26.78,100,202,1,2020-10-15 18:07:40,R_2TXBC57xfct3VXK,,,,,33.914093017578125,-84.82740020751953125,anonymous,EN,,Benjamin,,,,,,,,,,,,,,,,,,,,1,1,1,2,5,Alex had read all the emails,6,5,1,2,1,2,5,"Bob had looked at the rest of the emails, or all of the test results had been sent in a single email",7,6,,,,,,,,,,,,,,,,,27,2,,2,1
2020-10-15 18:02:18,2020-10-15 18:08:03,0,200.7.118.192,100,345,1,2020-10-15 18:08:04,R_abdOXqYCorJeAk9,,,,,-24.2884979248046875,-47.025604248046875,anonymous,EN,,,Ava,,,,,,,,,,,,,,,,,,,1,1,1,2,2,Alex didnt buy splendor,2,2,1,2,1,2,3,Bob researched more,4,4,,,,,,,,,,,,,,,,,18,1,,2,2
2020-10-15 18:00:00,2020-10-15 18:08:04,0,99.83.0.31,100,483,1,2020-10-15 18:08:04,R_2E5mEdIE3T3VaTq,,,,,34.6038055419921875,-118.22949981689453125,anonymous,EN,Emma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,2,5,Sandra had kept up with reading the emails about walnut traces,7,6,1,2,1,2,7,Anne kept up with reading the emails that by majority say the flour has traces of hazelnut,7,7,38,1,,3,1
2020-10-15 18:07:23,2020-10-15 18:08:14,0,98.220.230.70,100,51,1,2020-10-15 18:08:15,R_z7Ko0uAynakRUHf,,,,,42.0487060546875,-87.8905029296875,anonymous,EN,,,Ava,,,,,,,,,,,,,,,,,,,1,1,1,2,7,he had read all ten emails,7,7,1,2,1,2,7,he had read the second email,7,7,,,,,,,,,,,,,,,,,25,1,,2,2
2020-10-15 18:05:23,2020-10-15 18:08:57,0,12.38.35.6,100,213,1,2020-10-15 18:08:57,R_3s6dFpFlGDVPfHu,,,,,28.552093505859375,-81.30100250244140625,anonymous,EN,,,,Noah,,1,2,1,2,5,payed more attention,4,5,1,1,1,2,5,were more careful,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,1,Great study.,1,2
2020-10-15 18:08:20,2020-10-15 18:09:27,0,98.220.230.70,100,67,1,2020-10-15 18:09:27,R_2VlKjKZrv0QE4uD,,,,,42.0487060546875,-87.8905029296875,anonymous,EN,,Benjamin,,,,,,,,,,,,,,,,,,,,1,1,1,2,7,"he had read all ten emails ",7,7,1,2,1,2,7,he had read any of the other emails,7,7,,,,,,,,,,,,,,,,,25,1,,2,2
2020-10-15 18:02:32,2020-10-15 18:10:45,0,23.119.201.59,100,493,1,2020-10-15 18:10:45,R_2BkwZfCi8FiQKwc,,,,,32.9073944091796875,-97.42569732666015625,anonymous,EN,,,,Noah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,2,7,If Sandra had been diligent and read all ten emails she would have know that the Harvest flour contained traces of walnuts and she could have used another flour and the customer would not have suffered an allergic reaction.,7,7,1,1,1,2,7,"If Anne had been thorough and diligent, she would have known that using the new flour contained traces of hazelnut and the customer would not have suffered an allergic reaction.",7,7,39,2,thank you,3,2
2020-10-15 18:00:08,2020-10-15 18:10:53,0,98.224.113.136,100,645,1,2020-10-15 18:10:53,R_8H2ptzvfbXlvGiR,,,,,36.9427947998046875,-120.0825958251953125,anonymous,EN,Emma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,2,3,"If Sandra had read all of the emails, the customer would not have suffered an allergic reaction.",7,3,1,2,1,2,4,"If Anne had read more than one email, she would have known that the ""Homestead"" flour contained traces of hazelnuts and the customer would not have suffered an allergic reaction.",7,5,28,1,,3,2
2020-10-15 18:10:27,2020-10-15 18:11:15,0,98.220.230.70,100,48,1,2020-10-15 18:11:15,R_1hJXYacCEELN6r4,,,,,42.0487060546875,-87.8905029296875,anonymous,EN,Emma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,2,7,she had checked all ten emails,7,7,1,2,1,2,7,she would have checked any of the other emails,7,7,25,1,,3,1
2020-10-15 18:06:21,2020-10-15 18:11:20,0,186.236.195.86,100,298,1,2020-10-15 18:11:20,R_3GiA3tO2sg0VooG,,,,,-5.8101043701171875,-35.2266998291015625,anonymous,EN,,Benjamin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,2,7,Sandra had looked at all the emails,7,7,1,2,1,2,7,Anne had looked at all the emails,7,7,25,1,,3,2
2020-10-15 18:11:06,2020-10-15 18:11:29,0,49.37.190.229,100,23,1,2020-10-15 18:11:29,R_28Pby7xUi7uWH2l,,,,,13.087799072265625,80.27850341796875,anonymous,EN,EMMA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-15 18:06:37,2020-10-15 18:12:02,0,45.87.214.42,100,324,1,2020-10-15 18:12:02,R_se57hWlgwIUo7FD,,,,,25.7805938720703125,-80.1826019287109375,anonymous,EN,,,,,James,1,2,1,1,4,most pain for leg cramps,3,4,2,1,2,1,4,less pain leg cramps,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,1,it is interesting,1,1
2020-10-15 18:10:00,2020-10-15 18:12:13,0,122.164.237.116,100,133,1,2020-10-15 18:12:14,R_r1hGxf2b1vb5CyR,,,,,13.087799072265625,80.27850341796875,anonymous,EN,emma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-15 18:11:51,2020-10-15 18:12:53,0,98.220.230.70,100,61,1,2020-10-15 18:12:53,R_rfgot8AL5FmaQAV,,,,,42.0487060546875,-87.8905029296875,anonymous,EN,,,,,James,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,2,7,she had read all ten emails,7,7,1,2,1,2,7,she had read any of the other emails,7,7,25,1,,3,2
2020-10-15 18:12:22,2020-10-15 18:13:03,0,122.164.237.116,100,41,1,2020-10-15 18:13:03,R_2Ym34ybFZLClbN0,,,,,13.087799072265625,80.27850341796875,anonymous,EN,,,Lizzie said,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-15 18:01:26,2020-10-15 18:13:20,0,223.182.217.48,100,713,1,2020-10-15 18:13:20,R_31MoQDLyrEt5l2g,,,,,11.342803955078125,77.727386474609375,anonymous,EN,,,,,James,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,2,5,"according to me,the reason for allergic reaction is harvest flour",1,5,1,2,1,2,6,anne is the main reason for allergic reaction,2,5,27,1,None,3,1
2020-10-15 18:05:55,2020-10-15 18:13:30,0,173.63.61.15,100,454,1,2020-10-15 18:13:30,R_3kcBpvCnDMa5dW5,,,,,40.9571990966796875,-74.160400390625,anonymous,EN,Emma,,,,,,,,,,,,,,,,,,,,,1,1,1,2,6,Alex would have read all ten emails,6,6,1,2,1,2,7,Bob would have read all of the emails instead of just one,7,6,,,,,,,,,,,,,,,,,57,2,"thanks, this was tricky but fun",2,1
2020-10-15 18:08:22,2020-10-15 18:13:58,0,209.58.147.238,100,336,1,2020-10-15 18:13:59,R_tS2nNVctnSn0md3,,,,,32.790802001953125,-96.8336029052734375,anonymous,EN,,,,,James,1,1,1,2,2,Dr. Jones had read all 10 emails,2,2,1,2,1,2,5,Dr. Smith had checked all 10 emails,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,2,,1,2
2020-10-15 18:06:31,2020-10-15 18:14:23,0,173.198.160.217,100,472,1,2020-10-15 18:14:24,R_3frR8p3FGA51MO7,,,,,43.9600982666015625,-111.69750213623046875,anonymous,EN,,,,Noah,,1,1,4,2,1,"the laboratory hadn't sent 10 different emails, and sent all information in the first one rather than the 10th one,",1,1,1,2,1,2,2,"the lab had sent all the information in the first email, then the Doctor would have known there were negative side effects and ",3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,2,,1,2
